Vetor original Vet:
Elememto Vet[39877]= 32901
Elememto Vet[39878]= 23019
Elememto Vet[39879]= 7993
Elememto Vet[39880]= 29028
Elememto Vet[39881]= 38160
Elememto Vet[39882]= 12848
Elememto Vet[39883]= 31912
Elememto Vet[39884]= 5326
Elememto Vet[39885]= 8033
Elememto Vet[39886]= 30783
Elememto Vet[39887]= 11694
Elememto Vet[39888]= 34689
Elememto Vet[39889]= 16307
Elememto Vet[39890]= 13151
Elememto Vet[39891]= 34817
Elememto Vet[39892]= 26959
Elememto Vet[39893]= 27918
Elememto Vet[39894]= 23802
Elememto Vet[39895]= 26356
Elememto Vet[39896]= 25663
Elememto Vet[39897]= 22029
Elememto Vet[39898]= 21731
Elememto Vet[39899]= 30959
Elememto Vet[39900]= 13906
Elememto Vet[39901]= 19290
Elememto Vet[39902]= 25863
Elememto Vet[39903]= 40250
Elememto Vet[39904]= 43133
Elememto Vet[39905]= 16205
Elememto Vet[39906]= 11195
Elememto Vet[39907]= 34390
Elememto Vet[39908]= 13889
Elememto Vet[39909]= 21732
Elememto Vet[39910]= 21030
Elememto Vet[39911]= 34362
Elememto Vet[39912]= 14183
Elememto Vet[39913]= 32305
Elememto Vet[39914]= 22465
Elememto Vet[39915]= 11613
Elememto Vet[39916]= 14925
Elememto Vet[39917]= 27782
Elememto Vet[39918]= 26516
Elememto Vet[39919]= 15461
Elememto Vet[39920]= 14235
Elememto Vet[39921]= 24983
Elememto Vet[39922]= 13382
Elememto Vet[39923]= 16357
Elememto Vet[39924]= 30337
Elememto Vet[39925]= 16001
Elememto Vet[39926]= 3424
Elememto Vet[39927]= 28793
Elememto Vet[39928]= 29481
Elememto Vet[39929]= 20636
Elememto Vet[39930]= 26487
Elememto Vet[39931]= 41822
Elememto Vet[39932]= 12895
Elememto Vet[39933]= 32595
Elememto Vet[39934]= 24535
Elememto Vet[39935]= 11762
Elememto Vet[39936]= 5741
Elememto Vet[39937]= 36624
Elememto Vet[39938]= 22083
Elememto Vet[39939]= 45251
Elememto Vet[39940]= 38130
Elememto Vet[39941]= 24476
Elememto Vet[39942]= 45223
Elememto Vet[39943]= 10030
Elememto Vet[39944]= 15990
Elememto Vet[39945]= 11197
Elememto Vet[39946]= 40934
Elememto Vet[39947]= 29300
Elememto Vet[39948]= 37401
Elememto Vet[39949]= 39813
Elememto Vet[39950]= 35087
Elememto Vet[39951]= 26109
Elememto Vet[39952]= 29842
Elememto Vet[39953]= 38262
Elememto Vet[39954]= 11345
Elememto Vet[39955]= 9822
Elememto Vet[39956]= 34610
Elememto Vet[39957]= 28334
Elememto Vet[39958]= 19756
Elememto Vet[39959]= 38844
Elememto Vet[39960]= 24288
Elememto Vet[39961]= 17924
Elememto Vet[39962]= 27393
Elememto Vet[39963]= 40446
Elememto Vet[39964]= 6938
Elememto Vet[39965]= 41878
Elememto Vet[39966]= 27789
Elememto Vet[39967]= 31386
Elememto Vet[39968]= 8268
Elememto Vet[39969]= 37866
Elememto Vet[39970]= 30291
Elememto Vet[39971]= 16260
Elememto Vet[39972]= 24961
Elememto Vet[39973]= 34685
Elememto Vet[39974]= 29085
Elememto Vet[39975]= 15764
Elememto Vet[39976]= 26628
Elememto Vet[39977]= 28979
Elememto Vet[39978]= 17428
Elememto Vet[39979]= 14189
Elememto Vet[39980]= 11684
Elememto Vet[39981]= 10556
Elememto Vet[39982]= 30095
Elememto Vet[39983]= 21304
Elememto Vet[39984]= 29335
Elememto Vet[39985]= 19324
Elememto Vet[39986]= 13555
Elememto Vet[39987]= 15607
Elememto Vet[39988]= 34352
Elememto Vet[39989]= 23157
Elememto Vet[39990]= 24366
Elememto Vet[39991]= 25988
Elememto Vet[39992]= 35876
Elememto Vet[39993]= 36120
Elememto Vet[39994]= 17679
Elememto Vet[39995]= 24127
Elememto Vet[39996]= 46260
Elememto Vet[39997]= 31651
Elememto Vet[39998]= 25607
Elememto Vet[39999]= 10406
Elememto Vet[40000]= 13223
Elememto Vet[40001]= 35662
Elememto Vet[40002]= 7014
Elememto Vet[40003]= 29735
Elememto Vet[40004]= 30253
Elememto Vet[40005]= 11446
Elememto Vet[40006]= 21641
Elememto Vet[40007]= 15098
Elememto Vet[40008]= 19344
Elememto Vet[40009]= 7027
Elememto Vet[40010]= 42629
Elememto Vet[40011]= 7638
Elememto Vet[40012]= 35452
Elememto Vet[40013]= 23677
Elememto Vet[40014]= 36837
Elememto Vet[40015]= 21923
Elememto Vet[40016]= 27770
Elememto Vet[40017]= 15821
Elememto Vet[40018]= 40362
Elememto Vet[40019]= 20272
Elememto Vet[40020]= 37979
Elememto Vet[40021]= 10404
Elememto Vet[40022]= 17124
Elememto Vet[40023]= 18442
Elememto Vet[40024]= 34951
Elememto Vet[40025]= 12979
Elememto Vet[40026]= 28435
Elememto Vet[40027]= 19538
Elememto Vet[40028]= 18939
Elememto Vet[40029]= 36425
Elememto Vet[40030]= 26903
Elememto Vet[40031]= 34384
Elememto Vet[40032]= 19280
Elememto Vet[40033]= 26812
Elememto Vet[40034]= 37296
Elememto Vet[40035]= 7545
Elememto Vet[40036]= 18359
Elememto Vet[40037]= 31082
Elememto Vet[40038]= 6379
Elememto Vet[40039]= 9427
Elememto Vet[40040]= 31224
Elememto Vet[40041]= 32250
Elememto Vet[40042]= 17405
Elememto Vet[40043]= 40563
Elememto Vet[40044]= 28704
Elememto Vet[40045]= 30071
Elememto Vet[40046]= 30607
Elememto Vet[40047]= 35007
Elememto Vet[40048]= 36809
Elememto Vet[40049]= 23704
Elememto Vet[40050]= 12119
Elememto Vet[40051]= 12077
Elememto Vet[40052]= 22835
Elememto Vet[40053]= 15549
Elememto Vet[40054]= 13439
Elememto Vet[40055]= 33988
Elememto Vet[40056]= 11140
Elememto Vet[40057]= 36264
Elememto Vet[40058]= 21821
Elememto Vet[40059]= 22280
Elememto Vet[40060]= 39037
Elememto Vet[40061]= 39017
Elememto Vet[40062]= 23356
Elememto Vet[40063]= 14606
Elememto Vet[40064]= 23415
Elememto Vet[40065]= 39188
Elememto Vet[40066]= 12960
Elememto Vet[40067]= 18175
Elememto Vet[40068]= 29615
Elememto Vet[40069]= 37145
Elememto Vet[40070]= 16787
Elememto Vet[40071]= 13982
Elememto Vet[40072]= 19982
Elememto Vet[40073]= 13884
Elememto Vet[40074]= 32440
Elememto Vet[40075]= 23248
Elememto Vet[40076]= 11442
Elememto Vet[40077]= 32331
Elememto Vet[40078]= 35006
Elememto Vet[40079]= 20991
Elememto Vet[40080]= 24904
Elememto Vet[40081]= 7854
Elememto Vet[40082]= 14712
Elememto Vet[40083]= 10347
Elememto Vet[40084]= 17962
Elememto Vet[40085]= 14062
Elememto Vet[40086]= 14881
Elememto Vet[40087]= 5935
Elememto Vet[40088]= 38546
Elememto Vet[40089]= 28197
Elememto Vet[40090]= 27229
Elememto Vet[40091]= 41789
Elememto Vet[40092]= 13568
Elememto Vet[40093]= 23936
Elememto Vet[40094]= 22182
Elememto Vet[40095]= 7263
Elememto Vet[40096]= 8762
Elememto Vet[40097]= 36820
Elememto Vet[40098]= 32883
Elememto Vet[40099]= 14564
Elememto Vet[40100]= 24979
Elememto Vet[40101]= 4256
Elememto Vet[40102]= 17422
Elememto Vet[40103]= 9530
Elememto Vet[40104]= 24401
Elememto Vet[40105]= 19911
Elememto Vet[40106]= 21371
Elememto Vet[40107]= 33215
Elememto Vet[40108]= 1972
Elememto Vet[40109]= 31353
Elememto Vet[40110]= 27028
Elememto Vet[40111]= 33518
Elememto Vet[40112]= 19250
Elememto Vet[40113]= 12523
Elememto Vet[40114]= 37424
Elememto Vet[40115]= 15481
Elememto Vet[40116]= 14542
Elememto Vet[40117]= 33115
Elememto Vet[40118]= 4088
Elememto Vet[40119]= 29740
Elememto Vet[40120]= 37867
Elememto Vet[40121]= 28238
Elememto Vet[40122]= 22354
Elememto Vet[40123]= 23668
Elememto Vet[40124]= 23823
Elememto Vet[40125]= 27395
Elememto Vet[40126]= 33992
Elememto Vet[40127]= 34079
Elememto Vet[40128]= 22301
Elememto Vet[40129]= 35439
Elememto Vet[40130]= 38894
Elememto Vet[40131]= 1355
Elememto Vet[40132]= 32646
Elememto Vet[40133]= 39808
Elememto Vet[40134]= 27937
Elememto Vet[40135]= 28535
Elememto Vet[40136]= 33265
Elememto Vet[40137]= 23404
Elememto Vet[40138]= 26579
Elememto Vet[40139]= 15214
Elememto Vet[40140]= 16897
Elememto Vet[40141]= 9103
Elememto Vet[40142]= 30272
Elememto Vet[40143]= 31328
Elememto Vet[40144]= 21067
Elememto Vet[40145]= 18129
Elememto Vet[40146]= 35070
Elememto Vet[40147]= 32970
Elememto Vet[40148]= 39919
Elememto Vet[40149]= 15407
Elememto Vet[40150]= 30933
Elememto Vet[40151]= 23177
Elememto Vet[40152]= 34900
Elememto Vet[40153]= 8609
Elememto Vet[40154]= 19355
Elememto Vet[40155]= 30750
Elememto Vet[40156]= 38954
Elememto Vet[40157]= 14975
Elememto Vet[40158]= 14301
Elememto Vet[40159]= 20177
Elememto Vet[40160]= 11004
Elememto Vet[40161]= 12916
Elememto Vet[40162]= 31565
Elememto Vet[40163]= 14261
Elememto Vet[40164]= 13574
Elememto Vet[40165]= 23513
Elememto Vet[40166]= 45656
Elememto Vet[40167]= 36228
Elememto Vet[40168]= 38753
Elememto Vet[40169]= 12971
Elememto Vet[40170]= 28304
Elememto Vet[40171]= 15697
Elememto Vet[40172]= 26220
Elememto Vet[40173]= 18176
Elememto Vet[40174]= 37265
Elememto Vet[40175]= 4226
Elememto Vet[40176]= 9249
Elememto Vet[40177]= 24019
Elememto Vet[40178]= 26304
Elememto Vet[40179]= 16605
Elememto Vet[40180]= 5901
Elememto Vet[40181]= 3647
Elememto Vet[40182]= 28056
Elememto Vet[40183]= 632
Elememto Vet[40184]= 345
Elememto Vet[40185]= 38140
Elememto Vet[40186]= 16556
Elememto Vet[40187]= 5239
Elememto Vet[40188]= 29812
Elememto Vet[40189]= 36724
Elememto Vet[40190]= 23722
Elememto Vet[40191]= 7909
Elememto Vet[40192]= 21848
Elememto Vet[40193]= 16049
Elememto Vet[40194]= 33795
Elememto Vet[40195]= 21760
Elememto Vet[40196]= 8098
Elememto Vet[40197]= 12765
Elememto Vet[40198]= 21299
Elememto Vet[40199]= 16772
Elememto Vet[40200]= 43484
Elememto Vet[40201]= 42754
Elememto Vet[40202]= 22322
Elememto Vet[40203]= 10484
Elememto Vet[40204]= 15477
Elememto Vet[40205]= 42234
Elememto Vet[40206]= 21607
Elememto Vet[40207]= 43719
Elememto Vet[40208]= 31620
Elememto Vet[40209]= 39981
Elememto Vet[40210]= 31479
Elememto Vet[40211]= 32320
Elememto Vet[40212]= 20905
Elememto Vet[40213]= 21608
Elememto Vet[40214]= 28094
Elememto Vet[40215]= 12649
Elememto Vet[40216]= 39372
Elememto Vet[40217]= 23519
Elememto Vet[40218]= 7186
Elememto Vet[40219]= 27204
Elememto Vet[40220]= 31085
Elememto Vet[40221]= 30547
Elememto Vet[40222]= 35003
Elememto Vet[40223]= 34538
Elememto Vet[40224]= 22434
Elememto Vet[40225]= 41640
Elememto Vet[40226]= 16782
Elememto Vet[40227]= 26796
Elememto Vet[40228]= 13342
Elememto Vet[40229]= 16651
Elememto Vet[40230]= 22824
Elememto Vet[40231]= 33701
Elememto Vet[40232]= 39638
Elememto Vet[40233]= 35828
Elememto Vet[40234]= 19946
Elememto Vet[40235]= 11561
Elememto Vet[40236]= 2972
Elememto Vet[40237]= 33871
Elememto Vet[40238]= 8595
Elememto Vet[40239]= 22380
Elememto Vet[40240]= 20468
Elememto Vet[40241]= 17058
Elememto Vet[40242]= 7108
Elememto Vet[40243]= 37302
Elememto Vet[40244]= 29506
Elememto Vet[40245]= 13690
Elememto Vet[40246]= 17084
Elememto Vet[40247]= 6380
Elememto Vet[40248]= 10540
Elememto Vet[40249]= 21438
Elememto Vet[40250]= 36172
Elememto Vet[40251]= 23314
Elememto Vet[40252]= 25761
Elememto Vet[40253]= 10330
Elememto Vet[40254]= 7056
Elememto Vet[40255]= 25183
Elememto Vet[40256]= 8042
Elememto Vet[40257]= 36488
Elememto Vet[40258]= 15566
Elememto Vet[40259]= 18474
Elememto Vet[40260]= 19638
Elememto Vet[40261]= 28722
Elememto Vet[40262]= 14783
Elememto Vet[40263]= 21177
Elememto Vet[40264]= 33230
Elememto Vet[40265]= 13567
Elememto Vet[40266]= 18647
Elememto Vet[40267]= 13678
Elememto Vet[40268]= 7007
Elememto Vet[40269]= 7819
Elememto Vet[40270]= 39061
Elememto Vet[40271]= 31716
Elememto Vet[40272]= 39155
Elememto Vet[40273]= 30573
Elememto Vet[40274]= 39080
Elememto Vet[40275]= 31948
Elememto Vet[40276]= 24584
Elememto Vet[40277]= 38133
Elememto Vet[40278]= 8735
Elememto Vet[40279]= 13438
Elememto Vet[40280]= 34554
Elememto Vet[40281]= 33493
Elememto Vet[40282]= 36301
Elememto Vet[40283]= 21937
Elememto Vet[40284]= 1923
Elememto Vet[40285]= 12285
Elememto Vet[40286]= 16030
Elememto Vet[40287]= 22201
Elememto Vet[40288]= 10112
Elememto Vet[40289]= 16323
Elememto Vet[40290]= 18580
Elememto Vet[40291]= 13578
Elememto Vet[40292]= 24108
Elememto Vet[40293]= 6370
Elememto Vet[40294]= 13435
Elememto Vet[40295]= 41037
Elememto Vet[40296]= 28578
Elememto Vet[40297]= 12882
Elememto Vet[40298]= 29738
Elememto Vet[40299]= 27125
Elememto Vet[40300]= 13120
Elememto Vet[40301]= 16673
Elememto Vet[40302]= 5530
Elememto Vet[40303]= 28765
Elememto Vet[40304]= 35502
Elememto Vet[40305]= 14341
Elememto Vet[40306]= 30512
Elememto Vet[40307]= 20052
Elememto Vet[40308]= 17949
Elememto Vet[40309]= 22106
Elememto Vet[40310]= 35686
Elememto Vet[40311]= 34372
Elememto Vet[40312]= 18276
Elememto Vet[40313]= 2535
Elememto Vet[40314]= 16338
Elememto Vet[40315]= 16976
Elememto Vet[40316]= 9795
Elememto Vet[40317]= 36456
Elememto Vet[40318]= 34670
Elememto Vet[40319]= 12849
Elememto Vet[40320]= 25617
Elememto Vet[40321]= 24550
Elememto Vet[40322]= 29791
Elememto Vet[40323]= 15049
Elememto Vet[40324]= 34319
Elememto Vet[40325]= 27612
Elememto Vet[40326]= 21199
Elememto Vet[40327]= 13604
Elememto Vet[40328]= 16163
Elememto Vet[40329]= 24080
Elememto Vet[40330]= 16227
Elememto Vet[40331]= 15583
Elememto Vet[40332]= 39615
Elememto Vet[40333]= 28563
Elememto Vet[40334]= 16070
Elememto Vet[40335]= 20567
Elememto Vet[40336]= 41799
Elememto Vet[40337]= 29844
Elememto Vet[40338]= 37918
Elememto Vet[40339]= 20942
Elememto Vet[40340]= 19712
Elememto Vet[40341]= 39383
Elememto Vet[40342]= 18437
Elememto Vet[40343]= 35259
Elememto Vet[40344]= 35806
Elememto Vet[40345]= 28464
Elememto Vet[40346]= 24606
Elememto Vet[40347]= 21266
Elememto Vet[40348]= 35761
Elememto Vet[40349]= 34589
Elememto Vet[40350]= 21892
Elememto Vet[40351]= 23949
Elememto Vet[40352]= 37698
Elememto Vet[40353]= 9667
Elememto Vet[40354]= 35935
Elememto Vet[40355]= 27532
Elememto Vet[40356]= 28464
Elememto Vet[40357]= 32606
Elememto Vet[40358]= 35399
Elememto Vet[40359]= 16251
Elememto Vet[40360]= 34771
Elememto Vet[40361]= 35768
Elememto Vet[40362]= 39425
Elememto Vet[40363]= 22105
Elememto Vet[40364]= 22026
Elememto Vet[40365]= 25450
Elememto Vet[40366]= 28744
Elememto Vet[40367]= 31396
Elememto Vet[40368]= 38638
Elememto Vet[40369]= 24735
Elememto Vet[40370]= 12721
Elememto Vet[40371]= 36712
Elememto Vet[40372]= 5520
Elememto Vet[40373]= 18832
Elememto Vet[40374]= 36232
Elememto Vet[40375]= 28787
Elememto Vet[40376]= 25076
Elememto Vet[40377]= 4133
Elememto Vet[40378]= 37102
Elememto Vet[40379]= 28709
Elememto Vet[40380]= 14509
Elememto Vet[40381]= 23963
Elememto Vet[40382]= 21075
Elememto Vet[40383]= 27226
Elememto Vet[40384]= 10559
Elememto Vet[40385]= 34010
Elememto Vet[40386]= 27142
Elememto Vet[40387]= 21201
Elememto Vet[40388]= 33038
Elememto Vet[40389]= 33836
Elememto Vet[40390]= 6757
Elememto Vet[40391]= 34837
Elememto Vet[40392]= 40415
Elememto Vet[40393]= 17624
Elememto Vet[40394]= 29573
Elememto Vet[40395]= 41446
Elememto Vet[40396]= 30356
Elememto Vet[40397]= 27165
Elememto Vet[40398]= 36081
Elememto Vet[40399]= 16592
Elememto Vet[40400]= 41076
Elememto Vet[40401]= 29426
Elememto Vet[40402]= 26970
Elememto Vet[40403]= 7317
Elememto Vet[40404]= 18252
Elememto Vet[40405]= 34225
Elememto Vet[40406]= 7873
Elememto Vet[40407]= 17197
Elememto Vet[40408]= 25720
Elememto Vet[40409]= 15602
Elememto Vet[40410]= 19380
Elememto Vet[40411]= 17674
Elememto Vet[40412]= 30725
Elememto Vet[40413]= 21859
Elememto Vet[40414]= 20499
Elememto Vet[40415]= 46103
Elememto Vet[40416]= 23946
Elememto Vet[40417]= 11608
Elememto Vet[40418]= 36753
Elememto Vet[40419]= 12837
Elememto Vet[40420]= 24537
Elememto Vet[40421]= 36993
Elememto Vet[40422]= 35993
Elememto Vet[40423]= 15662
Elememto Vet[40424]= 40809
Elememto Vet[40425]= 42722
Elememto Vet[40426]= 32447
Elememto Vet[40427]= 35587
Elememto Vet[40428]= 31212
Elememto Vet[40429]= 34603
Elememto Vet[40430]= 27212
Elememto Vet[40431]= 34894
Elememto Vet[40432]= 12469
Elememto Vet[40433]= 22639
Elememto Vet[40434]= 35481
Elememto Vet[40435]= 31460
Elememto Vet[40436]= 36950
Elememto Vet[40437]= 12732
Elememto Vet[40438]= 14302
Elememto Vet[40439]= 28712
Elememto Vet[40440]= 27370
Elememto Vet[40441]= 35097
Elememto Vet[40442]= 16369
Elememto Vet[40443]= 32065
Elememto Vet[40444]= 36329
Elememto Vet[40445]= 30021
Elememto Vet[40446]= 30779
Elememto Vet[40447]= 24632
Elememto Vet[40448]= 26530
Elememto Vet[40449]= 39266
Elememto Vet[40450]= 22130
Elememto Vet[40451]= 41549
Elememto Vet[40452]= 31155
Elememto Vet[40453]= 21794
Elememto Vet[40454]= 22130
Elememto Vet[40455]= 10123
Elememto Vet[40456]= 9203
Elememto Vet[40457]= 34135
Elememto Vet[40458]= 24892
Elememto Vet[40459]= 32050
Elememto Vet[40460]= 10128
Elememto Vet[40461]= 29728
Elememto Vet[40462]= 13599
Elememto Vet[40463]= 27808
Elememto Vet[40464]= 16180
Elememto Vet[40465]= 34789
Elememto Vet[40466]= 39677
Elememto Vet[40467]= 30161
Elememto Vet[40468]= 6191
Elememto Vet[40469]= 29825
Elememto Vet[40470]= 41555
Elememto Vet[40471]= 15572
Elememto Vet[40472]= 2423
Elememto Vet[40473]= 34841
Elememto Vet[40474]= 38530
Elememto Vet[40475]= 34713
Elememto Vet[40476]= 34941
Elememto Vet[40477]= 31264
Elememto Vet[40478]= 26360
Elememto Vet[40479]= 32841
Elememto Vet[40480]= 16986
Elememto Vet[40481]= 15478
Elememto Vet[40482]= 35544
Elememto Vet[40483]= 8581
Elememto Vet[40484]= 29385
Elememto Vet[40485]= 11162
Elememto Vet[40486]= 31424
Elememto Vet[40487]= 47288
Elememto Vet[40488]= 30984
Elememto Vet[40489]= 11541
Elememto Vet[40490]= 21616
Elememto Vet[40491]= 25587
Elememto Vet[40492]= 37107
Elememto Vet[40493]= 32368
Elememto Vet[40494]= 32679
Elememto Vet[40495]= 33442
Elememto Vet[40496]= 36194
Elememto Vet[40497]= 29060
Elememto Vet[40498]= 46070
Elememto Vet[40499]= 8916
Elememto Vet[40500]= 32693
Elememto Vet[40501]= 10975
Elememto Vet[40502]= 5036
Elememto Vet[40503]= 9396
Elememto Vet[40504]= 40515
Elememto Vet[40505]= 37061
Elememto Vet[40506]= 16954
Elememto Vet[40507]= 35059
Elememto Vet[40508]= 28479
Elememto Vet[40509]= 10099
Elememto Vet[40510]= 16155
Elememto Vet[40511]= 13084
Elememto Vet[40512]= 23357
Elememto Vet[40513]= 33650
Elememto Vet[40514]= 32661
Elememto Vet[40515]= 18575
Elememto Vet[40516]= 30190
Elememto Vet[40517]= 14189
Elememto Vet[40518]= 30132
Elememto Vet[40519]= 28551
Elememto Vet[40520]= 17260
Elememto Vet[40521]= 29083
Elememto Vet[40522]= 18395
Elememto Vet[40523]= 28183
Elememto Vet[40524]= 28754
Elememto Vet[40525]= 43418
Elememto Vet[40526]= 30373
Elememto Vet[40527]= 26068
Elememto Vet[40528]= 34171
Elememto Vet[40529]= 20334
Elememto Vet[40530]= 42246
Elememto Vet[40531]= 33655
Elememto Vet[40532]= 12728
Elememto Vet[40533]= 14421
Elememto Vet[40534]= 35689
Elememto Vet[40535]= 22866
Elememto Vet[40536]= 15741
Elememto Vet[40537]= 12281
Elememto Vet[40538]= 29334
Elememto Vet[40539]= 44237
Elememto Vet[40540]= 32700
Elememto Vet[40541]= 35506
Elememto Vet[40542]= 5683
Elememto Vet[40543]= 21551
Elememto Vet[40544]= 13246
Elememto Vet[40545]= 42281
Elememto Vet[40546]= 15751
Elememto Vet[40547]= 22778
Elememto Vet[40548]= 8368
Elememto Vet[40549]= 26122
Elememto Vet[40550]= 20669
Elememto Vet[40551]= 34680
Elememto Vet[40552]= 36187
Elememto Vet[40553]= 44299
Elememto Vet[40554]= 9306
Elememto Vet[40555]= 32890
Elememto Vet[40556]= 6768
Elememto Vet[40557]= 12075
Elememto Vet[40558]= 28584
Elememto Vet[40559]= 31658
Elememto Vet[40560]= 44100
Elememto Vet[40561]= 21793
Elememto Vet[40562]= 29625
Elememto Vet[40563]= 42635
Elememto Vet[40564]= 4711
Elememto Vet[40565]= 19031
Elememto Vet[40566]= 4013
Elememto Vet[40567]= 25461
Elememto Vet[40568]= 33269
Elememto Vet[40569]= 15493
Elememto Vet[40570]= 22295
Elememto Vet[40571]= 42313
Elememto Vet[40572]= 35688
Elememto Vet[40573]= 23064
Elememto Vet[40574]= 38319
Elememto Vet[40575]= 31668
Elememto Vet[40576]= 16396
Elememto Vet[40577]= 20934
Elememto Vet[40578]= 21550
Elememto Vet[40579]= 8599
Elememto Vet[40580]= 26576
Elememto Vet[40581]= 37120
Elememto Vet[40582]= 33133
Elememto Vet[40583]= 15370
Elememto Vet[40584]= 14408
Elememto Vet[40585]= 13030
Elememto Vet[40586]= 22893
Elememto Vet[40587]= 1694
Elememto Vet[40588]= 36059
Elememto Vet[40589]= 40936
Elememto Vet[40590]= 19839
Elememto Vet[40591]= 38321
Elememto Vet[40592]= 44874
Elememto Vet[40593]= 12157
Elememto Vet[40594]= 47491
Elememto Vet[40595]= 22416
Elememto Vet[40596]= 4919
Elememto Vet[40597]= 31346
Elememto Vet[40598]= 23719
Elememto Vet[40599]= 12630
Elememto Vet[40600]= 15498
Elememto Vet[40601]= 18924
Elememto Vet[40602]= 7998
Elememto Vet[40603]= 40424
Elememto Vet[40604]= 6595
Elememto Vet[40605]= 41753
Elememto Vet[40606]= 22978
Elememto Vet[40607]= 20252
Elememto Vet[40608]= 14248
Elememto Vet[40609]= 18112
Elememto Vet[40610]= 7419
Elememto Vet[40611]= 11749
Elememto Vet[40612]= 42380
Elememto Vet[40613]= 23502
Elememto Vet[40614]= 18240
Elememto Vet[40615]= 18622
Elememto Vet[40616]= 6244
Elememto Vet[40617]= 20490
Elememto Vet[40618]= 41097
Elememto Vet[40619]= 13813
Elememto Vet[40620]= 3857
Elememto Vet[40621]= 29197
Elememto Vet[40622]= 27741
Elememto Vet[40623]= 20327
Elememto Vet[40624]= 34315
Elememto Vet[40625]= 21843
Elememto Vet[40626]= 33427
Elememto Vet[40627]= 40630
Elememto Vet[40628]= 37298
Elememto Vet[40629]= 28533
Elememto Vet[40630]= 46375
Elememto Vet[40631]= 34923
Elememto Vet[40632]= 34828
Elememto Vet[40633]= 27564
Elememto Vet[40634]= 14138
Elememto Vet[40635]= 30775
Elememto Vet[40636]= 26713
Elememto Vet[40637]= 43316
Elememto Vet[40638]= 16876
Elememto Vet[40639]= 40100
Elememto Vet[40640]= 21010
Elememto Vet[40641]= 44451
Elememto Vet[40642]= 23933
Elememto Vet[40643]= 17940
Elememto Vet[40644]= 35670
Elememto Vet[40645]= 28822
Elememto Vet[40646]= 11178
Elememto Vet[40647]= 9666
Elememto Vet[40648]= 17709
Elememto Vet[40649]= 39750
Elememto Vet[40650]= 7991
Elememto Vet[40651]= 12302
Elememto Vet[40652]= 12936
Elememto Vet[40653]= 29452
Elememto Vet[40654]= 29280
Elememto Vet[40655]= 19185
Elememto Vet[40656]= 11947
Elememto Vet[40657]= 46801
Elememto Vet[40658]= 25016
Elememto Vet[40659]= 19999
Elememto Vet[40660]= 13658
Elememto Vet[40661]= 3299
Elememto Vet[40662]= 37388
Elememto Vet[40663]= 25649
Elememto Vet[40664]= 15356
Elememto Vet[40665]= 29173
Elememto Vet[40666]= 39038
Elememto Vet[40667]= 27897
Elememto Vet[40668]= 3054
Elememto Vet[40669]= 10568
Elememto Vet[40670]= 44457
Elememto Vet[40671]= 2495
Elememto Vet[40672]= 35354
Elememto Vet[40673]= 31214
Elememto Vet[40674]= 26757
Elememto Vet[40675]= 16279
Elememto Vet[40676]= 32943
Elememto Vet[40677]= 12168
Elememto Vet[40678]= 24809
Elememto Vet[40679]= 38200
Elememto Vet[40680]= 22051
Elememto Vet[40681]= 26652
Elememto Vet[40682]= 17660
Elememto Vet[40683]= 24678
Elememto Vet[40684]= 29900
Elememto Vet[40685]= 25364
Elememto Vet[40686]= 32522
Elememto Vet[40687]= 24700
Elememto Vet[40688]= 41131
Elememto Vet[40689]= 36378
Elememto Vet[40690]= 23682
Elememto Vet[40691]= 12617
Elememto Vet[40692]= 11345
Elememto Vet[40693]= 29417
Elememto Vet[40694]= 29397
Elememto Vet[40695]= 30264
Elememto Vet[40696]= 45017
Elememto Vet[40697]= 14905
Elememto Vet[40698]= 25924
Elememto Vet[40699]= 39530
Elememto Vet[40700]= 16912
Elememto Vet[40701]= 10790
Elememto Vet[40702]= 31869
Elememto Vet[40703]= 11930
Elememto Vet[40704]= 37022
Elememto Vet[40705]= 26901
Elememto Vet[40706]= 19858
Elememto Vet[40707]= 6313
Elememto Vet[40708]= 26228
Elememto Vet[40709]= 15396
Elememto Vet[40710]= 28782
Elememto Vet[40711]= 21153
Elememto Vet[40712]= 42521
Elememto Vet[40713]= 35340
Elememto Vet[40714]= 34807
Elememto Vet[40715]= 31859
Elememto Vet[40716]= 7515
Elememto Vet[40717]= 17831
Elememto Vet[40718]= 11064
Elememto Vet[40719]= 43912
Elememto Vet[40720]= 35221
Elememto Vet[40721]= 36525
Elememto Vet[40722]= 20403
Elememto Vet[40723]= 36117
Elememto Vet[40724]= 23237
Elememto Vet[40725]= 20218
Elememto Vet[40726]= 23972
Elememto Vet[40727]= 18241
Elememto Vet[40728]= 30675
Elememto Vet[40729]= 36358
Elememto Vet[40730]= 23123
Elememto Vet[40731]= 14672
Elememto Vet[40732]= 21903
Elememto Vet[40733]= 11259
Elememto Vet[40734]= 3558
Elememto Vet[40735]= 26295
Elememto Vet[40736]= 40223
Elememto Vet[40737]= 24915
Elememto Vet[40738]= 7205
Elememto Vet[40739]= 27149
Elememto Vet[40740]= 42022
Elememto Vet[40741]= 32058
Elememto Vet[40742]= 39354
Elememto Vet[40743]= 20361
Elememto Vet[40744]= 17898
Elememto Vet[40745]= 37188
Elememto Vet[40746]= 37975
Elememto Vet[40747]= 42432
Elememto Vet[40748]= 31321
Elememto Vet[40749]= 7746
Elememto Vet[40750]= 38507
